id,code,name,programRuleVariableSourceType,valueType,useCodeForOptionSet,program,dataElement,trackedEntityAttribute,programStage,sharing
ni548u92Po1,,NeoIPC SSI Pathogen 2 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,TheHLmezGMF,,,
QMxbqb2ii15,,NeoIPC SSI Pathogen 3 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
Jis8LlKRMcC,,NeoIPC SSI Pathogen 3 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
ZmGktWABh6b,,NeoIPC SSI Pathogen 3 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
NbawR6SH3Q3,,NeoIPC SSI Pathogen 3 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
nxhErJYagAm,,NeoIPC SSI Pathogen 3 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
fCcysGRburj,,NeoIPC SSI Pathogen 3 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,ka6PN3C7sqr,,,
Tkq7HLswwTy,,NeoIPC SSI Secondary BSI pathogen 1 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
CdIQvGB18GY,,NeoIPC SSI Secondary BSI pathogen 1 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
FtzAIYBzv9F,,NeoIPC SSI Secondary BSI pathogen 1 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
yAXjPfru053,,NeoIPC SSI Secondary BSI pathogen 1 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
D04CfzY153U,,NeoIPC SSI Secondary BSI pathogen 1 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
ZmrFJ0XBYBf,,NeoIPC SSI Secondary BSI pathogen 1 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,HkACxREEfaT,,,
Hm8e7IvME6k,,NeoIPC SSI Secondary BSI pathogen 2 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
NJSURN7DAGp,,NeoIPC SSI Secondary BSI pathogen 2 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
OZkwiIBx2MF,,NeoIPC SSI Secondary BSI pathogen 2 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
eTDWk4QZUxl,,NeoIPC SSI Secondary BSI pathogen 2 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
cBRQX0ctd4O,,NeoIPC SSI Secondary BSI pathogen 2 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
mv0g6ExCeAv,,NeoIPC SSI Secondary BSI pathogen 2 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,pXWj4HIcVEx,,,
ijC4aMRxxmv,,NeoIPC SSI Secondary BSI pathogen 3 may be 3GCR,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
UxQKelJGdwS,,NeoIPC SSI Secondary BSI pathogen 3 may be MRSA,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
AjCoehs2sw3,,NeoIPC SSI Secondary BSI pathogen 3 may be VRE,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
IFSY6jiKptB,,NeoIPC SSI Secondary BSI pathogen 3 may be carbapenem-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
Hef60j7oF1i,,NeoIPC SSI Secondary BSI pathogen 3 may be colistin-resistant,CALCULATED_VALUE,BOOLEAN,False,D8mSSpOpsKj,,,,
ZQrDBxUtnKM,,NeoIPC SSI Secondary BSI pathogen 3 value,DATAELEMENT_CURRENT_EVENT,INTEGER_ZERO_OR_POSITIVE,True,D8mSSpOpsKj,fMcSb5NQ1cH,,,
wyIWgW9eafi,,NeoIPC Surveillance end Antibiotic substance 01 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,qVSSgJGFF4D,,,
rXFCLQ8B8Mb,,NeoIPC Surveillance end Antibiotic substance 01 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,b8MqWU4ekHD,,,
g3z0bXqsyMc,,NeoIPC Surveillance end Antibiotic substance 02 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,XifsJyPuYfi,,,
xe4DDLZmxss,,NeoIPC Surveillance end Antibiotic substance 02 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,FKxg1geQ63L,,,
O9gLV822PZB,,NeoIPC Surveillance end Antibiotic substance 03 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,Xxfb1GNXkvq,,,
on2Db8Z9SqB,,NeoIPC Surveillance end Antibiotic substance 03 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,miQ7lC4ByMv,,,
dS4mTErfJKG,,NeoIPC Surveillance end Antibiotic substance 04 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,aMGLdSqblVP,,,
PKLIMLpYxsI,,NeoIPC Surveillance end Antibiotic substance 04 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,s09IPGLg9gK,,,
hd0MdUlZnpy,,NeoIPC Surveillance end Antibiotic substance 05 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,qIJDIzrltAF,,,
FL0ALiYT5vE,,NeoIPC Surveillance end Antibiotic substance 05 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,eOJozPvY3My,,,
GPWEeD4VjVJ,,NeoIPC Surveillance end Antibiotic substance 06 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,ibzxt9fBNQc,,,
jav4JOVUivU,,NeoIPC Surveillance end Antibiotic substance 06 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,UlbATrOcR61,,,
WgHbwSLVEgH,,NeoIPC Surveillance end Antibiotic substance 07 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,qPodJpROw1Q,,,
goZmsRergfR,,NeoIPC Surveillance end Antibiotic substance 07 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,KKojgJK2Iqy,,,
D9W79L8IRFK,,NeoIPC Surveillance end Antibiotic substance 08 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,gnprl7LFye8,,,
usp6z5GwPlQ,,NeoIPC Surveillance end Antibiotic substance 08 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,wLoogTcqtUr,,,
CnAgSD2M8o0,,NeoIPC Surveillance end Antibiotic substance 09 - current event value,DATAELEMENT_CURRENT_EVENT,TEXT,True,D8mSSpOpsKj,ly90S8UYS9m,,,
nPTPfbPoMC0,,NeoIPC Surveillance end Antibiotic substance 09 days - current event value,DATAELEMENT_CURRENT_EVENT,INTEGER_POSITIVE,False,D8mSSpOpsKj,kdhNnCUYk6P,,,
