id,code,name,description,condition,priority,program,programStage,programRuleActions,sharing
ECeGbWVvXFf,NEOIPC_SURV_END_PATIENT_DAYS_SET,NeoIPC Surveillance end Patient days - set,Automatically calculate the patient days.,expressions/programRules/NeoIPC Surveillance end Patient days - set/condition.dhis2,0,D8mSSpOpsKj,DDLi3OGC5Yh,keCrtq3RtkZ,
e7OKeQN5jpg,NEOIPC_SURV_END_PROBIOTIC_DAYS_VR,NeoIPC Surveillance end Probiotic days - validate,,expressions/programRules/NeoIPC Surveillance end Probiotic days - validate/condition.dhis2,1,D8mSSpOpsKj,DDLi3OGC5Yh,TMcdpdR5yBs,
GYKv7YBS4WS,NEOIPC_SURV_END_PVC_DAYS_VR,NeoIPC Surveillance end PVC days - validate,,expressions/programRules/NeoIPC Surveillance end PVC days - validate/condition.dhis2,1,D8mSSpOpsKj,DDLi3OGC5Yh,gY4SFKCv9Ss,
BAkqK83e20L,,NeoIPC BSI Pathogen 1 - may be 3GCR,Makes the 3GCR field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,CIR1g1vW48U,
p8yTfzunjjt,,NeoIPC BSI Pathogen 1 - may be MRSA,Makes the MRSA field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,KM7gWLuqCsE,
Uwii0VD2mfr,,NeoIPC BSI Pathogen 1 - may be VRE,Makes the VRE field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,GMHpyHRHTGq,
Wjs9yMITVHx,,NeoIPC BSI Pathogen 1 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,VC1I6E9poVp,
OtRPbdApBnf,,NeoIPC BSI Pathogen 1 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,vl23zm8u94w,
GtEnPkk0N2T,,NeoIPC BSI Pathogen 1 - not 3GCR,Hides the 3GCR field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,id7Zpq4Dcmu,
X3cZ1kDSW71,,NeoIPC BSI Pathogen 1 - not MRSA,Hides the MRSA field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,J85p3VaEEfg,
egDi9tkKomo,,NeoIPC BSI Pathogen 1 - not VRE,Hides the VRE field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - not VRE/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,wRmfnQUcVdH,
eow6tldDCE7,,NeoIPC BSI Pathogen 1 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,KbU7nUWsM0x,
VnMXxK8ZVmj,,NeoIPC BSI Pathogen 1 - not colistin-resistant,Hides the colistin-resistant field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 1 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,xTgUAtFCDeS,
AVdbfkIJJKU,,NeoIPC BSI Pathogen 1 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC BSI Pathogen 1 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,xQOd7XmhVCn,
Nopnuhz9U8L,,NeoIPC BSI Pathogen 1 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC BSI Pathogen 1 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,Sssg9trU7Er,
gu7gO5hSoi5,,NeoIPC BSI Pathogen 1 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC BSI Pathogen 1 - set VRE/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,cU3v8bgrV56,
iRtZHWPQJFe,,NeoIPC BSI Pathogen 1 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC BSI Pathogen 1 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,RSTxtJx7goe,
lPN7RCSG0Nk,,NeoIPC BSI Pathogen 1 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC BSI Pathogen 1 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,D9QbK49K6pv,
Wbqkypy32Uy,,NeoIPC BSI Pathogen 1 - set recognized pathogen,Sets the recognized pathogen variable for pathogens that are not marked as common commensals.,expressions/programRules/NeoIPC BSI Pathogen 1 - set recognized pathogen/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,k7fNdIALZP0,
nfNT3wdLjN2,,NeoIPC BSI Pathogen 1 - when empty,Hides dependent fields when Pathogen 1 is empty.,expressions/programRules/NeoIPC BSI Pathogen 1 - when empty/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,D0pwZ3102xN FccVFkLn2yH IA0busZ2Alv LUx4O2QkEgP NWYcJx2WSpq P8I8nDYspQ8 SN8Uxx11EFH T1sCtvWqawT WWL02Ppv4yN WfS5xkV7Sjx bw0YEIxaVck dRlQcvcYJ63 eJLCKWt5g9B mejbYA6ya7r ru4PdK8ZLbh vqEvoWWlcy4,
eCaFuolgQib,,NeoIPC BSI Pathogen 1 - when empty or listed,"Hides the pathogen name for Pathogen 1 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC BSI Pathogen 1 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,hOMk5N6xBsB,
zzrllKHk6NQ,,NeoIPC BSI Pathogen 1 - when not listed,"Makes the pathogen name mandatory for Pathogen 1 when ""Not listed"" is selected.",expressions/programRules/NeoIPC BSI Pathogen 1 - when not listed/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,Tk7KGmkRHtK,
tUVMdAUAeKR,,NeoIPC BSI Pathogen 1 - when set,Makes the source field mandatory when Pathogen 1 is set.,expressions/programRules/NeoIPC BSI Pathogen 1 - when set/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,Mrbk6ZRMbo2,
xFXdZ1dwbzb,,NeoIPC BSI Pathogen 2 - may be 3GCR,Makes the 3GCR field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,WjO74ebqr4y,
F4oUk5f1W8c,,NeoIPC BSI Pathogen 2 - may be MRSA,Makes the MRSA field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,pfFBIozw7d0,
Bmrn9RN6qHt,,NeoIPC BSI Pathogen 2 - may be VRE,Makes the VRE field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,ZgaymIMw188,
ZVRBldm9bZM,,NeoIPC BSI Pathogen 2 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,qFk7hrt22mu,
hr49oLKtFzC,,NeoIPC BSI Pathogen 2 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,SOhih6eNr7U,
ou8JqDRpBBC,,NeoIPC BSI Pathogen 2 - not 3GCR,Hides the 3GCR field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,Pz8Sq8pxZX3,
yvkm8Dd9ZZA,,NeoIPC BSI Pathogen 2 - not MRSA,Hides the MRSA field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,YelmR5XseYs,
OlJguEBeSge,,NeoIPC BSI Pathogen 2 - not VRE,Hides the VRE field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - not VRE/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,MBgKgmFSmAX,
cy8cxVKk8W5,,NeoIPC BSI Pathogen 2 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,vyIgf2Qnhhj,
Ec3hhVfPzEl,,NeoIPC BSI Pathogen 2 - not colistin-resistant,Hides the colistin-resistant field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 2 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,LPhwlzhfRFJ,
uV1mjdX6xno,,NeoIPC BSI Pathogen 2 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC BSI Pathogen 2 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,KjelqsbfX4R,
wTroULGpGmb,,NeoIPC BSI Pathogen 2 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC BSI Pathogen 2 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,ZA5HJk9MT0w,
y8T0SLpGalK,,NeoIPC BSI Pathogen 2 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC BSI Pathogen 2 - set VRE/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,gN2QpHBPs8Q,
JAaeYdvghP8,,NeoIPC BSI Pathogen 2 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC BSI Pathogen 2 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,nHXCjjd8Mnj,
rtgGfpUFsvN,,NeoIPC BSI Pathogen 2 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC BSI Pathogen 2 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,oeqQZUekhgM,
EiVURNCrBhP,,NeoIPC BSI Pathogen 2 - set recognized pathogen,Sets the recognized pathogen variable for pathogens that are not marked as common commensals.,expressions/programRules/NeoIPC BSI Pathogen 2 - set recognized pathogen/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,J8jWHNUnvKs,
kPbn68Flmoh,,NeoIPC BSI Pathogen 2 - when empty,Hides dependent fields when Pathogen 2 is empty.,expressions/programRules/NeoIPC BSI Pathogen 2 - when empty/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,DT89VAqmHxE F2gpJqEzr3S Mg61MMbicgB WlCJJF59E0t lvEBtR1ds0e oDva1PQtJmW s2yDPdCUv22 sdK1uB2xUuw xVxybge4SVu,
IW0h5dLR7Xj,,NeoIPC BSI Pathogen 2 - when empty or listed,"Hides the pathogen name for Pathogen 2 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC BSI Pathogen 2 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,JjWh7FVcCQn,
wBowZFcSt8d,,NeoIPC BSI Pathogen 2 - when not listed,"Makes the pathogen name mandatory for Pathogen 2 when ""Not listed"" is selected.",expressions/programRules/NeoIPC BSI Pathogen 2 - when not listed/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,M8Vj2lVICWr,
XEqdnbTviBa,,NeoIPC BSI Pathogen 2 - when set,Makes the source field mandatory when Pathogen 2 is set.,expressions/programRules/NeoIPC BSI Pathogen 2 - when set/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,IrI7A3ZOLce,
EZfC4w74uoc,,NeoIPC BSI Pathogen 3 - may be 3GCR,Makes the 3GCR field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,TsLq0DhjpJP,
cua0Q5S1VDq,,NeoIPC BSI Pathogen 3 - may be MRSA,Makes the MRSA field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,cl04JIBJMqF,
u21Apzix8Yx,,NeoIPC BSI Pathogen 3 - may be VRE,Makes the VRE field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,oNhE4whKgUS,
r4HG3BOSGWB,,NeoIPC BSI Pathogen 3 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,MjqgJPFlDJW,
ZsfGbYEsVwL,,NeoIPC BSI Pathogen 3 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,GZwhDcoYKPL,
Kx9oshdXXxU,,NeoIPC BSI Pathogen 3 - not 3GCR,Hides the 3GCR field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,AX0QQDiqHmo,
BOxJinE4foO,,NeoIPC BSI Pathogen 3 - not MRSA,Hides the MRSA field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,tzKS3QCz50k,
UMIoGqy1QJy,,NeoIPC BSI Pathogen 3 - not VRE,Hides the VRE field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - not VRE/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,WAfS98xwqRf,
bqcuRNtXV6Y,,NeoIPC BSI Pathogen 3 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,PTPtDtXTzP8,
gXSEz5Rg7xJ,,NeoIPC BSI Pathogen 3 - not colistin-resistant,Hides the colistin-resistant field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC BSI Pathogen 3 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,II5EoCuhDy1,
ocnxI07zCJO,,NeoIPC BSI Pathogen 3 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC BSI Pathogen 3 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,r2zNk02zULa,
QP6StGDmOqH,,NeoIPC BSI Pathogen 3 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC BSI Pathogen 3 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,LYWf883rb1v,
ZrxvOCdJfJx,,NeoIPC BSI Pathogen 3 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC BSI Pathogen 3 - set VRE/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,uScqOLkh94G,
eF4Jv8kPCyy,,NeoIPC BSI Pathogen 3 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC BSI Pathogen 3 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,cfV3F2SBE0x,
kfEuSIuyVbm,,NeoIPC BSI Pathogen 3 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC BSI Pathogen 3 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,pLneWAP0CqW,
kKcgY8MDKig,,NeoIPC BSI Pathogen 3 - set recognized pathogen,Sets the recognized pathogen variable for pathogens that are not marked as common commensals.,expressions/programRules/NeoIPC BSI Pathogen 3 - set recognized pathogen/condition.dhis2,0,D8mSSpOpsKj,wDQxhhyAkEU,AcoAenZwv1n,
gjoR1s5NZuF,,NeoIPC BSI Pathogen 3 - when empty,Hides dependent fields when Pathogen 3 is empty.,expressions/programRules/NeoIPC BSI Pathogen 3 - when empty/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,MisbITUyskB dV2Ngie0vni,
jSnwRSXjKUd,,NeoIPC BSI Pathogen 3 - when empty or listed,"Hides the pathogen name for Pathogen 3 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC BSI Pathogen 3 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,H1MIv9lCa4T,
J6Fz6SH4Q6a,,NeoIPC BSI Pathogen 3 - when not listed,"Makes the pathogen name mandatory for Pathogen 3 when ""Not listed"" is selected.",expressions/programRules/NeoIPC BSI Pathogen 3 - when not listed/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,G74fegeyI6o,
FfWfL4tQBQh,,NeoIPC BSI Pathogen 3 - when set,Makes the source field mandatory when Pathogen 3 is set.,expressions/programRules/NeoIPC BSI Pathogen 3 - when set/condition.dhis2,1,D8mSSpOpsKj,wDQxhhyAkEU,EgXcXWvtpfX,
I0xIAHPH7Ko,,NeoIPC HAP Pathogen 1 - may be 3GCR,Makes the 3GCR field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,CZYdpjNPXfy,
MgbSo4RO7d0,,NeoIPC HAP Pathogen 1 - may be MRSA,Makes the MRSA field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,X6BGUMKPbiA,
H0BiwFgpJWk,,NeoIPC HAP Pathogen 1 - may be VRE,Makes the VRE field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,Y7wIKvFLQ9b,
zgsCxuwRN6E,,NeoIPC HAP Pathogen 1 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,MkrGQbPBAqk,
BmCN9OPZk28,,NeoIPC HAP Pathogen 1 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,DhGIW9qRq4H,
FgabchnussP,,NeoIPC HAP Pathogen 1 - not 3GCR,Hides the 3GCR field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,nJMRooFdrew,
FjpPZNZv3dx,,NeoIPC HAP Pathogen 1 - not MRSA,Hides the MRSA field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,sxlnEV91oSL,
fze8VTDQmuV,,NeoIPC HAP Pathogen 1 - not VRE,Hides the VRE field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - not VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,tUH2r6ADbwg,
mB0R7YaBDyY,,NeoIPC HAP Pathogen 1 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,KHwE39XoTJN,
x7TS4bkGYCO,,NeoIPC HAP Pathogen 1 - not colistin-resistant,Hides the colistin-resistant field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 1 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,shMVVJFtS1U,
M1NMZa7NH6S,,NeoIPC HAP Pathogen 1 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC HAP Pathogen 1 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,hib7AfYzwOD,
O5HjzYnpzr3,,NeoIPC HAP Pathogen 1 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC HAP Pathogen 1 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,FF6FxrX90HU,
zzNrPBTdSn7,,NeoIPC HAP Pathogen 1 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC HAP Pathogen 1 - set VRE/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,n0ISDCoNRDL,
u8Vs2eAlkVg,,NeoIPC HAP Pathogen 1 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC HAP Pathogen 1 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,WhsJrlUfvWO,
vALTrZudqVz,,NeoIPC HAP Pathogen 1 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC HAP Pathogen 1 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,aA9QwHNYDYp,
b06q6chKE30,,NeoIPC HAP Pathogen 1 - when empty,Hides dependent fields when Pathogen 1 is empty.,expressions/programRules/NeoIPC HAP Pathogen 1 - when empty/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,BMBhylDFVuj BNg5UKhJ0Iw C5QhKomlsnq JWZ4rYXZQN3 Pjot7lROd2f TVXdJ8KV0bx ZdHlLMYb9qz b1GaZunuBoQ cqZ1LUvRq9i fwrcNXdOjNr hLIC9LzpqDo n3pb9Myqojm sl2w7Szd2j0 xLeIRYBJDVw z5SONeVHcaO,
m430EPSDzcP,,NeoIPC HAP Pathogen 1 - when empty or listed,"Hides the pathogen name for Pathogen 1 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Pathogen 1 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,tZmUQUwoELd,
QfGHfrDwh1O,,NeoIPC HAP Pathogen 1 - when not listed,"Makes the pathogen name mandatory for Pathogen 1 when ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Pathogen 1 - when not listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,Dz1FOJlqlb6,
hHxWp13VjNU,,NeoIPC HAP Pathogen 2 - may be 3GCR,Makes the 3GCR field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,byDW6SJjMjw,
O6UviDufeSU,,NeoIPC HAP Pathogen 2 - may be MRSA,Makes the MRSA field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,sJi6ob9IZS6,
PgFrOplybwB,,NeoIPC HAP Pathogen 2 - may be VRE,Makes the VRE field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,AQ9RLe104c1,
D8nIhPTRC6K,,NeoIPC HAP Pathogen 2 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,mVBBdaRXPVT,
EMHUKsHhViY,,NeoIPC HAP Pathogen 2 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,mHgQ8sKVVTs,
N1mzlOsxsac,,NeoIPC HAP Pathogen 2 - not 3GCR,Hides the 3GCR field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,MhzqRjkwpD8,
mjLVxPdBxiJ,,NeoIPC HAP Pathogen 2 - not MRSA,Hides the MRSA field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,d2aPxrRJuvO,
